email_text,screenshot,URL,multipleURLs,subject
"

Re: 554 Client host rejected Access denied

Re: 554 Client host rejected Access denied
On Tue, Mar 04, 2008 at 10:09:21PM -0500, Brian Carroll wrote:

> virtual_gid_maps = static:89
> virtual_minimum_uid = 89
> virtual_uid_maps = static:89
> 
>  
> Also, if you see anything that seems incorrect in my config, feel free
> to point it out.

DO NOT use the postfix uid/gid (89) as the owner of user mailboxes. This
uid should ONLY be used as the owner of the Postfix spool directories.

Use a *different* uid for POP/IMAP service and user mailboxes.

-- 
	Viktor.

Disclaimer: off-list followups get on-list replies or get ignored.
Please do not ignore the ""Reply-To"" header.

To unsubscribe from the postfix-users list, visit
http://www.postfix.org/lists.html or click the link below:


If my response solves your problem, the best way to thank me is to not
send an ""it worked, thanks"" follow-up. If you must respond, please put
""It worked, thanks"" in the ""Subject"" so I can delete these quickly.





",26.png,http://www.postfix.org/lists.html,0,15979.html
"

Receipt for your subscription payment

Receipt for your subscription payment
Dear Tony Meyer,

This email confirms that you sent $5.00 USD to Escape Artists, Inc. as a subscription payment.


-----------------------------------
Payment Details
-----------------------------------

Date of payment:  May 3, 2008
Amount:  $5.00 USD


-----------------------------------
Subscription Details
-----------------------------------


Amount: $5.00 USD
Date: May 3, 2008
Subscription Name: Escape Pod $5/Month
Subscription Number: S-8J19951978285990H
Item Number: EPRecur5


	The exchange rate for this purchase is 1 NZD = 0.761397USD
-----------------------------------
Contact Information
-----------------------------------

If you have any questions or concerns about this subscription, please contact:



Business Name:  Escape Artists, Inc.
Contact Email:  editor@escapepod.org


Contact Phone:  206-666-3763




Thank you for using PayPal!
The PayPal Team


----------------------------------------------------------------

PROTECT YOUR PASSWORD

NEVER give your password to anyone, including PayPal employees. Protect yourself against fraudulent websites by opening up a new web browser (e.g. Internet Explorer or Netscape) and typing in the PayPal URL every time you log in to your account.
----------------------------------------------------------------


Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.

Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP119






",27.png,https://www.paypal.com/nz/HISTORY.,1,16151.html
"

Receipt for your subscription payment

Receipt for your subscription payment
Dear Tony Meyer,

This email confirms that you sent $2.00 USD to Telegraph Road Productions, Inc. as a subscription payment.


-----------------------------------
Payment Details
-----------------------------------

Date of payment:  May 3, 2008
Amount:  $2.00 USD


-----------------------------------
Subscription Details
-----------------------------------


Amount: $2.00 USD
Date: May 3, 2008
Subscription Name: Filmspotting Monthly Donation
Subscription Number: S-4NJ740660K376864Y


	The exchange rate for this purchase is 1 NZD = 0.761397USD
-----------------------------------
Contact Information
-----------------------------------

If you have any questions or concerns about this subscription, please contact:



Business Name:  Telegraph Road Productions, Inc.
Contact Email:  feedback@filmspotting.net


Contact Phone:  708-687-1368




Thank you for using PayPal!
The PayPal Team


----------------------------------------------------------------

PROTECT YOUR PASSWORD

NEVER give your password to anyone, including PayPal employees. Protect yourself against fraudulent websites by opening up a new web browser (e.g. Internet Explorer or Netscape) and typing in the PayPal URL every time you log in to your account.
----------------------------------------------------------------


Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.

Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP119






",28.png,https://www.paypal.com/nz/HISTORY.,1,16157.html
"

TWiT Live is now following you on Twitter!

TWiT Live is now following you on Twitter!
Hi, Tony Meyer.

TWiT Live (twitlive) is now following your updates on Twitter.

Check out TWiT Live's profile here:

  http://twitter.com/twitlive


Best,
Twitter

--
Turn off these emails at: http://twitter.com/account/notifications





",29.png,http://twitter.com/twitlive,1,16212.html
"

Activate BeLight Software Newsletter Subscription

Activate BeLight Software Newsletter Subscription
Thank you for subscribing to BeLight software free e-mail newsletters!

In order to start receiving your e-mail newsletters, please click this link to confirm  subscription:
http://www.belightsoft.com/company/news/process.php?action=confirm&id=13818

You will start receiving the following newsletters:
- Live Interior 3D


*If you have NOT requested these free e-mail newsletters, please just ignore this message!*

Thanks again for subscribing!

Please do not reply to this e-mail.





",30.png,http://www.belightsoft.com/company/news/process.php?action=confirm&id=13818,0,16481.html
"

Direct message from SpamExperts via web

Direct message from SpamExperts via web
zz Processor load (AVG5>10) s_se_mx6: ON
10.37

SpamExperts / spamexperts

--
follow me at http://twitter.com/spamexperts
reply on the web at http://twitter.com/direct_messages/create/spamexperts
send me a direct message from your phone or IM: D SPAMEXPERTS your message here.
turn off these email notifications at: http://twitter.com/account/notifications





",31.png,http://twitter.com/spamexperts,1,16790.html
"

Receipt for Your Payment to Extendmac

Receipt for Your Payment to Extendmac
Dear Tony Meyer,

This email confirms that you have paid Extendmac$29.00 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.765404USD
This credit card transaction will appear on your bill as ""PAYPAL *EXTENDMAC"".



----------------------------------------------------------------

-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 9UR12623VS8723028
Item Price: $29.00 USD
Total: $29.00 USD
Order Description: Flow1.x
Buyer: Tony Meyer

----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: Extendmac
Contact E-Mail: support@extendmac.com

If you have questions about the shipping and tracking of your purchased item or service, please contact Extendmac at support@extendmac.com.


----------------------------------------------------------------

Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP120



",32.png,https://www.paypal.com/nz/HISTORY.,1,16841.html
"

Site-Wide Savings!

Site-Wide Savings!
To view this mail in a browser, copy http://sdm3.rm04.net/servlet/MailView?ms=MTQ1ODU4NAS2&r=MTA2MDIzNjM5MjUS1&j=NDQ0MDU4OTMS1&mt=1 into your browser.

**************************
Spend $35, Save $5
**************************

Broaden your horizons with software for travel, entertainment, business and more.

Save $5 on orders of $35 or more with code SPEND&SAVE for a limited time only!


Use code
SPEND&SAVE


Shop now:
http://sdm3.rm04.net/ctt?kn=7&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1



Happy Downloading!
The Handango Team
http://sdm3.rm04.net/ctt?kn=1&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1





***************
*This promotion expires 03.31.2008 & is only valid at Handango & Handango InHand. Please only use one code per order. 


You have received this message because you opted-in to receive Handango special offers via email. Login to your Handango member account to edit your email subscription: http://sdm3.rm04.net/ctt?kn=3&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1

Click here to unsubscribe: http://sdm3.rm04.net/ctt?kn=4&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1

PLEASE DO NOT REPLY TO THIS MESSAGE - it is being sent from an unattended mailbox. 
Need support? Contact Handango Customer Care: http://sdm3.rm04.net/ctt?kn=2&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1

View the Handango privacy policy: http://sdm3.rm04.net/ctt?kn=5&m=1458584&r=MTA2MDIzNjM5MjUS1&b=2&j=NDQ0MDU4OTMS1&mt=1


Copyright © 2008 Handango, Inc. All rights reserved. Handango is a trademark of Handango, Inc. 
305 NE Loop 820 ~ Suite 200 ~ Hurst, TX 76053  






",33.png,http://sdm3.rm04.net/servlet/MailView?ms=MTQ1ODU4NAS2&r=MTA2MDIzNjM5MjUS1&j=NDQ0MDU4OTMS1&mt=1,1,174.html
"

Receive Your PMI Membership with Your Certificate in Applied Project Management

Receive Your PMI Membership with Your Certificate in Applied Project Management
You're receiving this email because of your 
relationship with Boston University Corporate 
Education Center. You may unsubscribe
http://visitor.constantcontact.com/d.jsp?p=un&v=001M6t4uPDAuUoN7-018whWMZD7OYBE-JHKzp8lPQQt6qATZvaCfP49IOeQdlhsyRUwIGbVzCA1uhZN73XFOkOE8A%3D%3D if you no longer wish to receive our emails.
------------------------------------------------------------
Trouble  viewing this email? Read it on the Web here.
http://www.butrain.com/email_files/BU_PM_email_080208.html

******************************************************************************************
Boston University Corporate Education Center - Project Management Certification
******************************************************************************************

Find validation for your project management experience with a Certificate in Applied Project Management and get a one-year membership to PMI®...on us!*

Our Certificate in Applied Project Management Program will provide you and your team with proven project management techniques to help you deliver successful projects on time and within budget. You will learn the key project management concepts and strategies needed to make you a confident leader who is thoroughly prepared and ready to take charge of important business projects.

The evening and Saturday programs are designed to accommodate the professionals who can't afford to take time away from their busy office schedule, but still want to succeed on the job and grow their careers. The evening format includes 12 weeks, 2 evenings per week, from 6:00pm - 9:00pm and the Saturday format includes 12 Saturdays from 8:30am - 3:30pm.

************************************************************************************

Upcoming Courses

* Mar 4 - May 22 Boston, MA (Evening)
* Mar 31 - Jun 25 Tyngsboro, MA (Evening) 
* Apr 1 - Jun 19 Houston, TX (Evening) 
* Sept 6 - Dec 6 Houston, TX (Saturday) 
* Sept 13 - Dec 6 Waltham, MA (Saturday) 
* Sep 8 - Dec 10 Waltham, MA (Evening) 
* Sep 9 - Dec 11 Boston, MA (Evening) 
* Sep 9 - Dec 11 Houston, TX (Evening) 
* Sep 9 - Dec 11 New York, NY (Evening)

For additional information check out our website http://www.butrain.com/nl.asp?sid=3224911 or contact a personal training consultant at 800-288-7246


",34.png,http://visitor.constantcontact.com/d.jsp?p=un&v=001M6t4uPDAuUoN7-018whWMZD7OYBE-JHKzp8lPQQt6qATZvaCfP49IOeQdlhsyRUwIGbVzCA1uhZN73XFOkOE8A%3D%3D,1,2245.html
"

Don't Forget to Click On our 25% off Lighting Sale

Don't Forget to Click On our 25% off Lighting Sale




Winterthurgifts.com










If you can't view this email in its entirety, click
here to view online.






















								Zardar Floor and Table Lamps
								Was: $149.99-$229.99WILL BE:
$112.49-$172.49





								Striped Porcelain lamp
								Was: $99.95WILL BE: $74.96





								Flower Basket Lamp
								Was: $129.99WILL BE: $74.99










								Bar Chandelier
								Was: $174.95WILL BE: $97.46





								Rooster Lamp
								Was: $129.95WILL BE: $59.24





								Pink Roses Lamp
								Was: $149.99WILL BE: $67.49













































* This promotion is available for in-stock merchandise
ordered on www.winterthurgifts.com

							by 11:59pm, Eastern Standard Time on Monday, 2/18/08. Use
promotion code E80214 at checkout. Discount will be applied 
							to lowest price at checkout. No adjustments made on prior
purchases. Offer may not be combined with other offers. If you
have questions regarding your order, please email us at ptwvgfqvnganpwz@winterthurmuseumdirect.com.





							Winterthur Museum & Country Estate 
							Route 52
							Winterthur, DE 19735
www.winterthurgifts.com










This message was intended for: user6@gvc.ceas-challenge.cc
You were added to the system November 21, 2006.  For more
information please follow the URL below:
http://echo3.bluehornet.com/subscribe/source.htm?c=bhODmvVZA1TTQ&ljqoa=jne@gvc.ceas-challenge.cc&cid=8e4b74f369441b0ddfcd79f6b9aa36

Follow the URL below to update your preferences or opt-out:
http://echo3.bluehornet.com/phase2/survey1/survey.htm?CID=ofegat&action=update&eipgtt=tje@gvc.ceas-challenge.cc&_mh=f766f0376fd33f1abbe0d55c90e977eb







",35.png,http://echo3.bluehornet.com/subscribe/source.htm?c=bhODmvVZA1TTQ&ljqoa=jne@gvc.ceas-challenge.cc&cid=8e4b74f369441b0ddfcd79f6b9aa36,1,2623.html
"

Welcome To Ustream.tv!

Welcome To Ustream.tv!

Thank you for signing up with Ustream.tv
Here is your username and password information. Please keep this
				information safe.
Username: tonyandrewmeyer
				Password: nothere
To get started with watching live shows, live concerts, broadcasting your own events, and video messaging with your friends, sign into your account at http://www.ustream.tv
Thanks!
				Ustream.tv

					Tip #1: It's easy to broadcast your own events from ANYWHERE in the world!
					Check it out at http://ustream.tv/get-started
____________________________________________
				Invite your friends to join Ustream.tv!
http://ustream.tv/invite



",36.png,http://www.ustream.tv,1,5516.html
"

Receipt for Your Payment to Daring Fireball

Receipt for Your Payment to Daring Fireball
Dear Tony Meyer,

This email confirms that you have paid Daring Fireball$37.00 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.772135USD
This credit card transaction will appear on your bill as ""PAYPAL *DARINGFBALL"".



----------------------------------------------------------------

-----------------------------------
PayPal Shopping Cart Contents
-----------------------------------

Item Name: Daring Fireball Helmet T-Shirt (XXL)
Item Number: DF-HELMET-XXL
 
Quantity: 1
 
Total: $29.00 USD
 
   

Cart Subtotal: $29.00 USD
Shipping: $8.00 USD
 
Cart Total: $37.00 USD
   


-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 5PV18633B3764174C
Item Price: $29.00 USD
Total: $37.00 USD
Buyer: Tony Meyer

----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: Daring Fireball
Contact E-Mail: support@daringfireball.net

-----------------------------------
Your UNCONFIRMED Address
-----------------------------------

Tony Meyer
2 Apsley Rise
Henderson Heights
Waitakere, Auckland 
0612
New Zealand

If you have questions about the shipping and tracking of your purchased item or service, please contact Daring Fireball at support@daringfireball.net.


----------------------------------------------------------------

Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP120



",37.png,https://www.paypal.com/nz/HISTORY.,1,8812.html
